stems	diameter	x	y	type
2	12	2277	976	regrowth
1	3	2269	973	skeleton
1	4	2205	937	skeleton
1	2	2206	938	skeleton
3	4	2218	984	skeleton
1	4	2269	900	regrowth
NA	NA	2238	927	seedling
3	11	2329	906	skeleton
7	11	2366	924	skeleton
3	9	2391	924	skeleton
1	4	2383	926	skeleton
1	3	2328	915	skeleton
1	3	2352	941	skeleton
1	3	2354	941	skeleton
1	4	2371	925	skeleton
1	4	2356	958	skeleton
1	4	2351	990	skeleton
1	3	2370	923	skeleton
1	8	2482	902	skeleton
2	11	2461	921	skeleton
1	9	2412	941	skeleton
1	10	2449	985	skeleton
6	9	2496	936	regrowth
NA	NA	2468	965	rosette
NA	NA	2434	970	rosette
NA	NA	2454	968	seedling
3	11	2511	905	skeleton
5	12	2561	907	skeleton
2	11	2599	917	skeleton
1	5	2561	908	skeleton
4	8	2555	907	skeleton
6	11	2598	963	regrowth
1	10	2577	969	skeleton
1	10	2548	932	skeleton
6	8	2523	949	skeleton
1	11	2567	988	skeleton
1	10	2554	900	regrowth
11	13	2676	917	skeleton
1	10	2688	900	skeleton
2	10	2618	908	skeleton
2	12	2605	916	skeleton
1	9	2652	912	skeleton
5	12	2600	999	skeleton
1	4	2616	913	skeleton
1	4	2665	909	skeleton
1	11	2716	909	skeleton
1	9	2734	900	skeleton
1	10	2797	903	skeleton
1	10	2762	925	skeleton
1	16	2712	928	skeleton
1	11	2733	969	skeleton
1	9	2718	914	skeleton
1	8	2784	977	skeleton
1	6	2874	929	skeleton
1	3	2882	956	skeleton
8	10	2879	978	skeleton
NA	NA	2843	956	seedling
NA	NA	2842	956	seedling
NA	NA	2842	957	seedling
NA	NA	2847	952	seedling
NA	NA	2821	956	seedling
NA	NA	2846	954	seedling
NA	NA	2959	901	seedling
NA	NA	2965	909	seedling
7	15	14	1053	skeleton
2	12	24	1051	skeleton
NA	NA	148	1068	seedling
NA	NA	143	1073	seedling
NA	NA	131	1074	seedling
5	9	294	1043	regrowth
9	14	359	1046	skeleton
1	11	387	1068	skeleton
1	10	399	1085	skeleton
NA	NA	396	1078	seedling
NA	NA	391	1081	seedling
NA	NA	311	1083	seedling
NA	NA	321	1084	seedling
10	12	412	1021	skeleton
1	4	408	1028	skeleton
1	9	401	1048	skeleton
2	13	441	1039	skeleton
1	3	459	1031	skeleton
1	8	599	1003	skeleton
4	11	568	1011	skeleton
5	14	568	1022	skeleton
1	4	572	1007	skeleton
1	12	558	1024	skeleton
1	8	527	1034	skeleton
1	4	577	1014	skeleton
NA	NA	524	1097	seedling
NA	NA	525	1099	seedling
NA	NA	527	1091	seedling
4	11	688	1029	skeleton
11	14	619	1034	skeleton
1	9	615	1014	skeleton
4	11	622	1085	skeleton
5	10	649	1031	skeleton
1	7	692	1062	skeleton
1	4	699	1064	skeleton
1	9	677	1076	skeleton
NA	NA	690	1092	seedling
1	8	760	1004	skeleton
NA	NA	727	1043	seedling
NA	NA	759	1003	seedling
2	9	754	1007	skeleton
3	11	721	1016	skeleton
1	9	764	1021	skeleton
1	11	748	1061	skeleton
1	9	730	1079	skeleton
1	10	736	1081	skeleton
1	9	714	1082	skeleton
NA	NA	750	1001	seedling
NA	NA	721	1076	seedling
NA	NA	716	1061	seedling
NA	NA	1066	1051	seedling
NA	NA	1032	1052	seedling
NA	NA	1036	1066	rosette
NA	NA	1138	1064	seedling
NA	NA	1159	1014	seedling
NA	NA	1262	1074	seedling
NA	NA	1256	1077	seedling
NA	NA	1271	1078	seedling
1	12	1319	1003	skeleton
1	9	1311	1006	skeleton
3	7	1349	1011	skeleton
1	4	1312	1047	skeleton
1	4	1302	1032	skeleton
1	3	1381	1079	skeleton
1	4	1375	1080	skeleton
1	8	1405	1087	skeleton
1	8	1411	1079	skeleton
1	7	1410	1077	skeleton
1	10	1433	1087	skeleton
1	5	1441	1088	skeleton
1	6	1443	1086	skeleton
1	8	1561	1049	skeleton
1	10	1505	1099	skeleton
1	10	1528	1072	skeleton
1	5	1535	1096	skeleton
NA	NA	1527	1052	seedling
NA	NA	1528	1054	seedling
NA	NA	1523	1057	seedling
NA	NA	1524	1059	seedling
NA	NA	1544	1063	seedling
NA	NA	1548	1063	seedling
NA	NA	1550	1064	seedling
NA	NA	1548	1067	seedling
NA	NA	1547	1071	seedling
NA	NA	1549	1072	seedling
NA	NA	1548	1078	seedling
NA	NA	1547	1081	seedling
NA	NA	1515	1086	seedling
NA	NA	1521	1058	seedling
1	3	1697	1087	skeleton
3	7	1603	1099	skeleton
1	6	1690	1078	skeleton
1	5	1631	1031	skeleton
1	5	1648	1088	skeleton
1	3	1766	1051	skeleton
1	4	1763	1061	skeleton
1	10	1748	1085	skeleton
NA	NA	1759	1046	seedling
NA	NA	1761	1048	seedling
NA	NA	1755	1054	seedling
NA	NA	1758	1054	seedling
NA	NA	1737	1059	seedling
NA	NA	1738	1059	seedling
NA	NA	1744	1063	seedling
NA	NA	1741	1063	seedling
NA	NA	1741	1064	seedling
NA	NA	1747	1066	seedling
NA	NA	1748	1066	seedling
NA	NA	1737	1066	seedling
NA	NA	1736	1067	seedling
NA	NA	1739	1069	seedling
NA	NA	1742	1070	seedling
NA	NA	1758	1072	seedling
NA	NA	1774	1077	seedling
NA	NA	1748	1076	seedling
NA	NA	1733	1076	seedling
NA	NA	1738	1076	seedling
NA	NA	1791	1080	seedling
NA	NA	1789	1084	seedling
NA	NA	1724	1093	seedling
NA	NA	1721	1097	seedling
1	2	1889	1064	skeleton
NA	NA	1822	1041	seedling
1	8	1884	1099	skeleton
NA	NA	1881	1089	seedling
1	5	1915	1041	skeleton
1	9	1951	1048	skeleton
1	8	1951	1051	skeleton
1	2	1946	1061	skeleton
1	2	1946	1063	skeleton
3	10	1971	1054	skeleton
1	5	1921	1091	skeleton
1	7	1925	1094	skeleton
1	8	1916	1099	skeleton
2	6	1932	1060	skeleton
1	10	2071	1047	skeleton
4	7	2036	1084	skeleton
1	11	2191	1063	skeleton
NA	NA	2164	1084	seedling
NA	NA	2161	1087	seedling
NA	NA	2139	1090	seedling
1	4	2131	1059	skeleton
6	13	2284	1047	skeleton
1	7	2268	1005	skeleton
2	8	2246	1074	skeleton
2	6	2246	1076	skeleton
1	5	2269	1079	skeleton
1	8	2245	1098	skeleton
1	7	2281	1099	skeleton
6	7	2275	1099	skeleton
1	9	2295	1062	skeleton
1	5	2368	1015	skeleton
1	4	2372	1014	skeleton
1	10	2366	1054	skeleton
3	10	2367	1057	regrowth
1	4	2398	1090	skeleton
1	3	2399	1087	skeleton
NA	NA	2366	1096	seedling
NA	NA	2368	1095	seedling
NA	NA	2331	1083	seedling
NA	NA	2323	1079	seedling
NA	NA	2394	1058	seedling
NA	NA	2393	1055	seedling
3	4	2408	1081	skeleton
1	2	2433	1072	skeleton
1	3	2435	1072	skeleton
1	10	2436	1087	skeleton
4	7	2466	1058	skeleton
1	8	2449	1099	skeleton
1	4	2488	1049	skeleton
5	10	2541	1014	regrowth
3	9	2576	1024	skeleton
1	10	2622	1014	skeleton
3	11	2649	1034	skeleton
1	9	2676	1048	skeleton
1	10	2699	1081	skeleton
1	8	2693	1078	skeleton
1	9	2679	1076	skeleton
1	9	2651	1098	skeleton
3	10	2636	1071	skeleton
1	9	2699	1090	skeleton
2	9	2648	1062	skeleton
1	12	2632	1077	skeleton
2	9	2646	1073	skeleton
6	13	2622	1043	skeleton
1	13	2621	1045	skeleton
NA	NA	2611	1056	seedling
NA	NA	2616	1056	seedling
NA	NA	2691	1039	rosette
NA	NA	2799	1013	rosette
6	12	2747	1006	skeleton
1	8	2766	1091	skeleton
1	8	2771	1092	skeleton
1	7	2734	1099	skeleton
1	3	2732	1098	skeleton
1	10	2762	1092	skeleton
1	8	2758	1073	skeleton
3	10	2816	1038	skeleton
1	7	2828	1066	skeleton
1	9	2842	1082	skeleton
NA	NA	2882	1073	seedling
NA	NA	2858	1077	seedling
NA	NA	2856	1076	seedling
NA	NA	2857	1086	seedling
NA	NA	2887	1070	seedling
NA	NA	2886	1068	seedling
NA	NA	2887	1067	seedling
NA	NA	2864	1069	seedling
NA	NA	2859	1064	seedling
NA	NA	2837	1065	seedling
NA	NA	2894	1063	seedling
NA	NA	2843	1058	seedling
NA	NA	2896	1062	seedling
NA	NA	2847	1056	seedling
NA	NA	2851	1052	seedling
NA	NA	2843	1054	seedling
NA	NA	2839	1019	seedling
NA	NA	2987	1099	seedling
NA	NA	2959	1087	seedling
NA	NA	2916	1079	seedling
NA	NA	2911	1061	seedling
NA	NA	2966	1011	seedling
NA	NA	8	1172	seedling
1	4	164	1142	skeleton
1	8	191	1158	skeleton
NA	NA	108	1126	seedling
NA	NA	126	1193	seedling
NA	NA	180	1199	seedling
NA	NA	125	1199	seedling
NA	NA	173	1199	seedling
1	10	207	1136	skeleton
3	11	214	1141	skeleton
1	8	234	1181	skeleton
1	11	386	1134	skeleton
2	11	392	1132	skeleton
1	9	353	1186	skeleton
4	12	374	1182	skeleton
1	9	373	1185	skeleton
3	10	371	1191	skeleton
NA	NA	328	1107	seedling
NA	NA	334	1108	seedling
NA	NA	326	1113	seedling
NA	NA	321	1114	seedling
NA	NA	313	1115	seedling
NA	NA	350	1129	seedling
1	11	436	1141	skeleton
1	9	448	1151	skeleton
1	12	419	1169	skeleton
1	11	416	1178	skeleton
NA	NA	484	1102	seedling
1	9	554	1141	skeleton
2	10	555	1146	skeleton
15	10	546	1147	skeleton
6	9	542	1160	skeleton
NA	NA	523	1125	seedling
NA	NA	521	1126	seedling
NA	NA	567	1132	seedling
NA	NA	565	1133	seedling
NA	NA	563	1134	seedling
NA	NA	578	1163	seedling
5	11	676	1103	skeleton
7	12	670	1107	skeleton
3	9	678	1116	skeleton
4	8	633	1127	skeleton
NA	NA	612	1142	seedling
NA	NA	632	1105	seedling
1	3	648	1177	skeleton
NA	NA	654	1171	seedling
1	11	795	1142	skeleton
1	10	759	1177	skeleton
NA	NA	763	1132	seedling
1	7	757	1171	skeleton
NA	NA	761	1164	seedling
NA	NA	757	1164	seedling
NA	NA	754	1165	seedling
1	6	702	1152	skeleton
NA	NA	845	1121	seedling
NA	NA	837	1131	seedling
NA	NA	835	1132	seedling
NA	NA	830	1133	seedling
NA	NA	822	1133	seedling
NA	NA	851	1120	seedling
NA	NA	856	1137	seedling
NA	NA	835	1162	seedling
NA	NA	998	1192	seedling
NA	NA	1057	1121	seedling
2	3	1182	1168	skeleton
5	3	1147	1184	skeleton
1	11	1162	1143	skeleton
1	8	1184	1199	skeleton
1	7	1187	1117	skeleton
1	4	1187	1130	skeleton
1	7	1492	1187	regrowth
1	9	1473	1173	skeleton
1	3	1473	1181	skeleton
1	2	1496	1189	skeleton
1	9	1466	1181	skeleton
1	2	1490	1182	skeleton
1	5	1452	1187	skeleton
1	8	1436	1192	skeleton
1	4	1481	1191	skeleton
1	3	1424	1196	skeleton
1	3	1436	1199	skeleton
1	3	1499	1199	skeleton
2	3	1422	1109	skeleton
NA	NA	1441	1128	seedling
1	3	1422	1196	skeleton
NA	NA	1483	1191	seedling
1	6	1599	1141	skeleton
3	8	1512	1103	skeleton
1	9	1552	1113	skeleton
3	3	1532	1147	skeleton
9	6	1525	1182	skeleton
1	5	1516	1184	skeleton
1	4	1510	1194	skeleton
2	7	1597	1188	skeleton
NA	NA	1524	1195	seedling
NA	NA	1501	1162	seedling
1	5	1543	1108	skeleton
1	12	1696	1126	skeleton
1	4	1680	1129	skeleton
1	9	1624	1111	skeleton
3	5	1619	1128	skeleton
1	8	1608	1153	skeleton
2	7	1602	1189	skeleton
1	8	1612	1198	skeleton
1	3	1675	1141	skeleton
2	5	1658	1158	skeleton
1	7	1653	1166	skeleton
2	7	1672	1179	skeleton
2	6	1666	1177	skeleton
1	4	1680	1186	skeleton
1	4	1687	1183	skeleton
1	5	1651	1182	skeleton
NA	NA	1687	1123	seedling
NA	NA	1678	1109	seedling
NA	NA	1607	1122	seedling
NA	NA	1677	1144	seedling
NA	NA	1699	1191	seedling
NA	NA	1677	1134	seedling
1	7	1799	1111	skeleton
3	9	1757	1112	skeleton
1	8	1779	1135	skeleton
1	9	1711	1132	skeleton
4	8	1762	1137	skeleton
1	8	1714	1136	skeleton
1	6	1772	1157	skeleton
1	10	1770	1151	skeleton
1	3	1786	1184	skeleton
1	4	1789	1184	skeleton
1	8	1731	1190	skeleton
1	10	1739	1195	skeleton
NA	NA	1734	1105	seedling
NA	NA	1738	1107	seedling
NA	NA	1739	1108	seedling
NA	NA	1718	1115	seedling
NA	NA	1742	1145	seedling
NA	NA	1717	1151	seedling
NA	NA	1716	1161	seedling
1	11	1899	1166	regrowth
1	7	1879	1148	skeleton
1	10	1868	1156	skeleton
1	7	1833	1177	skeleton
2	7	1845	1175	skeleton
1	3	1883	1160	skeleton
1	4	1866	1186	skeleton
5	8	1834	1190	regrowth
1	5	1868	1198	skeleton
1	9	1848	1199	skeleton
1	11	1891	1197	skeleton
1	3	1873	1171	skeleton
NA	NA	1848	1103	seedling
NA	NA	1891	1154	rosette
NA	NA	1879	1166	seedling
1	9	1992	1159	skeleton
3	10	1906	1143	skeleton
1	4	1918	1191	skeleton
2	9	1943	1166	skeleton
1	3	1948	1176	skeleton
8	10	1986	1183	skeleton
4	9	1976	1185	skeleton
1	6	1997	1189	skeleton
1	3	1999	1157	skeleton
NA	NA	1979	1104	seedling
NA	NA	1977	1109	seedling
NA	NA	1981	1112	seedling
NA	NA	1984	1113	seedling
NA	NA	1977	1113	seedling
NA	NA	1979	1120	seedling
NA	NA	1987	1122	seedling
1	3	1994	1157	skeleton
1	4	1950	1169	skeleton
1	10	2077	1134	skeleton
5	10	2032	1199	skeleton
1	3	2009	1116	skeleton
1	8	2002	1147	skeleton
NA	NA	2050	1111	seedling
NA	NA	2011	1129	seedling
NA	NA	2012	1122	seedling
NA	NA	2039	1188	seedling
2	14	2100	1136	skeleton
3	12	2102	1141	skeleton
1	5	2159	1131	skeleton
1	3	2176	1131	skeleton
NA	NA	2161	1134	seedling
10	7	2263	1108	skeleton
1	8	2268	1113	skeleton
1	9	2271	1133	skeleton
1	6	2278	1136	skeleton
1	10	2234	1157	skeleton
1	10	2235	1158	skeleton
1	12	2294	1185	skeleton
1	8	2295	1188	skeleton
1	3	2299	1189	skeleton
1	8	2264	1179	skeleton
1	2	2373	1115	skeleton
1	8	2385	1119	skeleton
3	10	2304	1166	skeleton
1	7	2309	1165	skeleton
1	7	2307	1175	skeleton
1	10	2308	1179	skeleton
1	6	2371	1137	skeleton
1	4	2373	1140	skeleton
1	5	2372	1144	skeleton
1	4	2355	1140	skeleton
1	10	2374	1157	skeleton
3	6	2372	1160	skeleton
2	4	2370	1162	skeleton
1	4	2368	1168	skeleton
3	11	2351	1195	skeleton
1	8	2349	1195	skeleton
1	4	2369	1159	skeleton
1	2	2352	1174	skeleton
1	12	2395	1198	regrowth
5	9	2431	1127	skeleton
1	3	2432	1128	skeleton
2	10	2439	1178	skeleton
2	6	2463	1177	skeleton
1	5	2436	1176	skeleton
4	5	2419	1166	skeleton
NA	NA	2484	1129	seedling
NA	NA	2472	1151	seedling
NA	NA	2424	1185	seedling
1	11	2596	1169	skeleton
1	11	2522	1178	skeleton
1	6	2566	1164	skeleton
1	10	2539	1178	skeleton
5	11	2589	1199	skeleton
2	10	2693	1150	skeleton
1	9	2663	1127	skeleton
2	11	2644	1111	skeleton
1	9	2641	1119	skeleton
1	12	2689	1164	skeleton
12	10	2600	1199	skeleton
4	12	2746	1109	skeleton
1	5	2718	1125	skeleton
1	11	2701	1187	skeleton
1	11	2776	1158	skeleton
2	5	2731	1144	skeleton
1	6	2764	1162	skeleton
1	11	2733	1182	skeleton
1	8	2755	1199	skeleton
1	6	2738	1181	skeleton
1	4	2732	1198	skeleton
1	4	2735	1183	skeleton
1	3	2723	1109	skeleton
1	7	2834	1107	skeleton
5	12	2848	1109	skeleton
1	5	2892	1178	skeleton
1	8	2855	1122	skeleton
1	8	2825	1169	skeleton
1	4	2916	1194	skeleton
1	7	2999	1155	regrowth
2	12	11	1282	skeleton
4	13	21	1267	skeleton
5	12	16	1264	skeleton
1	8	31	1272	skeleton
1	6	166	1211	skeleton
2	9	263	1237	skeleton
12	15	333	1231	skeleton
1	4	347	1222	skeleton
1	4	344	1228	skeleton
NA	NA	452	1288	seedling
NA	NA	458	1281	seedling
NA	NA	457	1279	seedling
NA	NA	450	1280	seedling
NA	NA	473	1277	seedling
NA	NA	447	1255	seedling
NA	NA	449	1251	seedling
NA	NA	547	1278	seedling
NA	NA	507	1262	seedling
NA	NA	558	1263	seedling
1	5	692	1218	skeleton
1	11	686	1220	skeleton
1	9	629	1221	skeleton
1	3	629	1219	skeleton
1	10	746	1257	skeleton
NA	NA	777	1299	seedling
NA	NA	773	1298	seedling
NA	NA	868	1299	seedling
NA	NA	837	1259	seedling
NA	NA	890	1255	seedling
NA	NA	976	1249	seedling
4	12	1082	1231	skeleton
1	6	1074	1278	skeleton
1	7	1083	1271	skeleton
NA	NA	1006	1294	seedling
NA	NA	1008	1286	seedling
NA	NA	1035	1280	seedling
NA	NA	1008	1269	seedling
NA	NA	1013	1267	seedling
NA	NA	1003	1245	seedling
NA	NA	1005	1242	seedling
NA	NA	1007	1243	seedling
NA	NA	1051	1241	seedling
NA	NA	1017	1236	seedling
NA	NA	1031	1202	seedling
6	9	1172	1213	skeleton
2	11	1144	1264	skeleton
1	8	1178	1237	skeleton
1	4	1166	1220	skeleton
NA	NA	1134	1213	seedling
1	9	1246	1248	skeleton
1	7	1203	1257	skeleton
2	2	1209	1276	skeleton
1	6	1278	1282	skeleton
1	7	1280	1284	skeleton
2	4	1258	1242	skeleton
NA	NA	1261	1212	seedling
NA	NA	1266	1222	seedling
NA	NA	1244	1229	seedling
NA	NA	1271	1266	seedling
NA	NA	1254	1278	seedling
NA	NA	1262	1289	seedling
1	10	1349	1222	skeleton
1	11	1352	1220	skeleton
1	7	1341	1246	skeleton
7	10	1361	1287	skeleton
1	8	1376	1249	skeleton
1	3	1310	1279	skeleton
1	7	1312	1285	skeleton
1	7	1314	1285	skeleton
2	8	1332	1287	skeleton
1	8	1338	1295	skeleton
1	7	1396	1287	skeleton
1	7	1336	1289	skeleton
1	3	1304	1274	skeleton
NA	NA	1311	1222	seedling
NA	NA	1310	1219	seedling
NA	NA	1340	1216	seedling
NA	NA	1307	1238	seedling
NA	NA	1326	1241	seedling
NA	NA	1317	1245	seedling
NA	NA	1332	1257	seedling
NA	NA	1302	1280	seedling
NA	NA	1329	1299	seedling
NA	NA	1303	1291	seedling
NA	NA	1326	1278	seedling
NA	NA	1366	1298	seedling
NA	NA	1365	1295	seedling
5	9	1471	1248	skeleton
1	13	1491	1249	skeleton
1	5	1464	1224	skeleton
1	4	1456	1223	skeleton
1	3	1462	1227	skeleton
1	8	1481	1238	skeleton
1	11	1476	1253	skeleton
1	5	1402	1297	skeleton
1	9	1474	1289	skeleton
1	6	1456	1255	skeleton
1	7	1452	1255	skeleton
1	8	1482	1243	skeleton
NA	NA	1457	1222	seedling
NA	NA	1468	1222	seedling
NA	NA	1454	1274	seedling
NA	NA	1450	1274	seedling
NA	NA	1405	1299	seedling
3	11	1597	1289	skeleton
1	3	1508	1205	skeleton
1	4	1506	1206	skeleton
2	7	1548	1212	skeleton
1	10	1563	1224	skeleton
3	9	1589	1230	skeleton
1	4	1588	1234	skeleton
1	6	1566	1234	skeleton
1	6	1581	1242	skeleton
2	9	1540	1246	skeleton
1	7	1508	1251	skeleton
5	11	1513	1263	skeleton
1	3	1514	1234	skeleton
1	4	1516	1276	skeleton
3	6	1538	1274	skeleton
2	12	1530	1297	skeleton
NA	NA	1537	1293	seedling
NA	NA	1536	1292	seedling
NA	NA	1535	1291	seedling
NA	NA	1534	1291	seedling
NA	NA	1533	1288	seedling
NA	NA	1536	1281	seedling
NA	NA	1562	1283	seedling
NA	NA	1563	1284	seedling
1	9	1628	1206	skeleton
1	5	1626	1202	skeleton
1	10	1642	1226	skeleton
1	11	1617	1273	skeleton
1	12	1659	1286	skeleton
2	5	1642	1297	skeleton
3	4	1652	1299	skeleton
1	5	1688	1274	skeleton
1	2	1616	1277	skeleton
1	3	1638	1238	skeleton
2	11	1775	1272	skeleton
1	10	1782	1274	skeleton
1	7	1763	1276	skeleton
1	3	1769	1272	skeleton
1	5	1780	1277	skeleton
1	5	1732	1215	skeleton
7	11	1707	1216	skeleton
2	11	1731	1239	skeleton
1	10	1737	1245	skeleton
1	3	1722	1248	skeleton
1	3	1730	1271	skeleton
1	4	1730	1274	skeleton
1	5	1752	1214	skeleton
NA	NA	1721	1222	seedling
NA	NA	1732	1224	seedling
7	9	1832	1248	skeleton
1	8	1810	1207	skeleton
1	8	1852	1236	regrowth
1	7	1841	1223	regrowth
1	5	1845	1229	skeleton
1	10	1877	1251	skeleton
3	7	1822	1263	skeleton
1	8	1888	1226	skeleton
1	7	1858	1272	skeleton
2	11	1856	1284	skeleton
1	8	1883	1256	skeleton
1	7	1873	1259	skeleton
1	4	1889	1267	skeleton
1	10	1848	1297	skeleton
1	14	1904	1222	skeleton
1	4	1918	1207	skeleton
1	3	1908	1206	skeleton
1	8	1959	1224	skeleton
2	8	1939	1213	skeleton
1	6	1946	1244	skeleton
1	4	1972	1252	regrowth
1	11	1985	1284	skeleton
1	10	1983	1291	skeleton
1	8	1906	1293	skeleton
1	7	1972	1251	skeleton
1	3	1977	1253	skeleton
NA	NA	1967	1299	seedling
NA	NA	1969	1299	seedling
NA	NA	1962	1298	seedling
NA	NA	1915	1298	seedling
NA	NA	1960	1298	seedling
NA	NA	1961	1297	seedling
NA	NA	1917	1298	seedling
NA	NA	1963	1295	seedling
NA	NA	1991	1295	seedling
NA	NA	1951	1289	seedling
NA	NA	1958	1289	seedling
NA	NA	1967	1287	seedling
NA	NA	1913	1284	seedling
NA	NA	1914	1276	seedling
NA	NA	1916	1274	seedling
NA	NA	1920	1270	seedling
1	4	1912	1206	skeleton
1	6	2098	1212	skeleton
1	11	2098	1213	skeleton
1	4	2093	1213	skeleton
2	10	2072	1246	skeleton
1	7	2087	1276	skeleton
NA	NA	2048	1295	seedling
NA	NA	2038	1294	seedling
NA	NA	2089	1289	seedling
NA	NA	2058	1286	seedling
NA	NA	2061	1280	seedling
NA	NA	2057	1280	seedling
NA	NA	2069	1281	seedling
NA	NA	2050	1277	seedling
NA	NA	2051	1276	seedling
NA	NA	2052	1275	seedling
NA	NA	2059	1275	seedling
NA	NA	2072	1276	seedling
NA	NA	2081	1275	seedling
NA	NA	2049	1273	seedling
NA	NA	2052	1272	seedling
NA	NA	2091	1271	seedling
NA	NA	2079	1270	seedling
NA	NA	2055	1267	seedling
NA	NA	2056	1266	seedling
NA	NA	2081	1266	seedling
NA	NA	2076	1264	seedling
NA	NA	2050	1264	seedling
NA	NA	2062	1249	seedling
NA	NA	2044	1241	seedling
4	11	2126	1267	skeleton
1	8	2126	1259	skeleton
2	6	2188	1259	skeleton
1	5	2188	1260	skeleton
1	4	2174	1231	skeleton
1	2	2190	1261	skeleton
1	7	2100	1283	skeleton
1	3	2132	1254	skeleton
4	11	2146	1298	skeleton
1	8	2135	1299	skeleton
1	7	2156	1299	skeleton
1	3	2118	1292	skeleton
1	8	2137	1293	skeleton
1	4	2195	1286	skeleton
NA	NA	2185	1281	seedling
NA	NA	2188	1279	seedling
NA	NA	2185	1277	seedling
NA	NA	2189	1276	seedling
NA	NA	2199	1278	seedling
NA	NA	2189	1271	seedling
NA	NA	2124	1257	seedling
NA	NA	2146	1252	rosette
NA	NA	2183	1252	seedling
NA	NA	2197	1223	seedling
1	6	2232	1200	skeleton
6	10	2234	1204	skeleton
1	8	2256	1243	skeleton
1	6	2257	1249	skeleton
1	7	2223	1271	skeleton
1	5	2243	1285	skeleton
1	7	2288	1287	skeleton
1	5	2242	1287	skeleton
1	2	2241	1286	skeleton
4	11	2230	1287	skeleton
1	9	2210	1274	skeleton
NA	NA	2202	1212	seedling
NA	NA	2219	1221	seedling
NA	NA	2218	1223	seedling
NA	NA	2216	1291	seedling
NA	NA	2214	1290	seedling
1	4	2384	1215	skeleton
3	12	2386	1219	skeleton
1	5	2390	1217	skeleton
1	4	2304	1272	skeleton
1	7	2308	1275	skeleton
4	9	2310	1274	skeleton
5	8	2373	1261	skeleton
1	4	2349	1236	skeleton
1	10	2456	1246	skeleton
1	8	2446	1221	skeleton
12	12	2431	1208	skeleton
1	10	2418	1284	skeleton
2	7	2430	1204	skeleton
1	4	2432	1267	skeleton
4	10	2554	1223	skeleton
2	12	2546	1246	skeleton
1	7	2560	1221	skeleton
1	8	2588	1278	skeleton
1	7	2546	1294	skeleton
1	8	2546	1285	skeleton
2	10	2699	1279	skeleton
3	11	2689	1276	regrowth
1	6	2680	1271	skeleton
6	11	2650	1277	skeleton
1	3	2681	1203	skeleton
NA	NA	2685	1271	seedling
NA	NA	2603	1241	seedling
1	9	2799	1237	skeleton
1	8	2774	1241	skeleton
4	11	2762	1224	skeleton
1	5	2738	1217	skeleton
1	3	2703	1240	skeleton
1	10	2702	1273	skeleton
1	6	2786	1243	skeleton
NA	NA	2798	1266	seedling
1	4	2728	1261	skeleton
2	10	2817	1229	skeleton
NA	NA	2819	1212	rosette
NA	NA	2889	1207	seedling
NA	NA	2821	1223	seedling
1	6	2882	1283	skeleton
NA	NA	2993	1216	seedling
5	10	139	1350	skeleton
6	11	113	1366	skeleton
1	12	100	1376	skeleton
1	8	126	1376	skeleton
1	10	153	1351	skeleton
4	9	160	1334	skeleton
15	13	171	1384	skeleton
1	7	109	1376	skeleton
NA	NA	167	1359	seedling
1	10	143	1354	skeleton
6	14	202	1393	skeleton
NA	NA	286	1363	seedling
3	13	389	1354	regrowth
NA	NA	405	1317	seedling
NA	NA	476	1319	seedling
NA	NA	493	1327	seedling
NA	NA	418	1338	seedling
NA	NA	494	1346	seedling
NA	NA	492	1347	seedling
NA	NA	403	1369	seedling
NA	NA	511	1337	seedling
NA	NA	526	1354	seedling
NA	NA	528	1356	seedling
NA	NA	718	1307	seedling
NA	NA	715	1339	seedling
NA	NA	714	1340	seedling
NA	NA	713	1341	seedling
1	11	889	1359	skeleton
1	10	841	1398	regrowth
1	5	890	1364	skeleton
1	8	896	1383	skeleton
NA	NA	831	1313	seedling
NA	NA	883	1320	seedling
NA	NA	887	1326	seedling
NA	NA	827	1333	seedling
NA	NA	832	1333	seedling
NA	NA	838	1334	seedling
NA	NA	855	1337	seedling
NA	NA	853	1342	seedling
NA	NA	850	1343	seedling
NA	NA	855	1359	seedling
NA	NA	851	1376	seedling
NA	NA	843	1378	seedling
NA	NA	839	1382	seedling
NA	NA	842	1383	seedling
NA	NA	839	1389	seedling
1	7	948	1334	skeleton
1	7	902	1379	skeleton
NA	NA	973	1399	rosette
NA	NA	925	1398	seedling
NA	NA	905	1388	seedling
NA	NA	912	1372	seedling
NA	NA	910	1370	seedling
NA	NA	958	1367	seedling
NA	NA	966	1342	seedling
2	10	1098	1395	skeleton
1	4	1086	1384	skeleton
1	3	1090	1379	skeleton
4	10	1066	1388	skeleton
NA	NA	1041	1343	seedling
NA	NA	1050	1356	seedling
3	4	1016	1369	skeleton
NA	NA	1079	1383	seedling
NA	NA	1063	1389	seedling
NA	NA	1087	1391	seedling
NA	NA	1085	1381	seedling
1	13	1181	1327	skeleton
2	6	1131	1306	skeleton
3	10	1111	1331	skeleton
1	4	1108	1323	skeleton
1	9	1158	1322	skeleton
4	7	1115	1333	skeleton
7	10	1173	1361	skeleton
1	10	1133	1349	skeleton
1	6	1111	1355	skeleton
1	7	1116	1369	skeleton
1	8	1124	1371	skeleton
3	10	1179	1391	skeleton
1	4	1192	1379	skeleton
NA	NA	1191	1377	seedling
NA	NA	1181	1374	seedling
NA	NA	1192	1378	seedling
